1,1001_IEO_NEU_XX,N,69.1,N,92.22,N,64.78
13,1001_IEO_FEA_HI,D:F,81.33:63.67,F,70.33,A,67
39,1001_TAI_FEA_XX,A,57.75,F,75.14,F,64.78
45,1001_MTI_FEA_XX,N,66.75,F,62.4,F,86.6
51,1001_IWL_FEA_XX,A,16.75,F,54.5,A,40
69,1001_ITS_FEA_XX,F:H,44.00:38.33,F,57.43,F,70.14
75,1001_TSI_FEA_XX,F,50.29,F,55.88,F,64
81,1001_WSI_FEA_XX,A,58.43,F,63.25,F,58
93,1002_IEO_FEA_LO,F,64.2,F,61.75,F,58
94,1002_IEO_FEA_MD,D,53.75,F,51.5,N,59.8
95,1002_IEO_FEA_HI,F,64.6,F,80.14,F,68.56
102,1002_TIE_FEA_XX,F,64.8,F,55.4,F,57.57
109,1002_IOM_DIS_XX,F,61.25,F,57,F,51.8
126,1002_MTI_FEA_XX,N,42.75,F,51.83,F,52.75
139,1002_ITH_DIS_XX,S,29.67,F,51.78,F,50.5
150,1002_ITS_FEA_XX,F,68.86,F,54.86,F,76.88
163,1002_WSI_DIS_XX,A,49.6,F,56.83,A:D,69.25:72.00
172,1003_IEO_ANG_MD,A,71.56,F,53.67,A,69.83
173,1003_IEO_ANG_HI,A,82.62,F,68.67,A,70
184,1003_TIE_FEA_XX,F,49.29,F,62.83,F,66.14
185,1003_TIE_DIS_XX,A,53.33,F,57.67,D,70.33
202,1003_TAI_FEA_XX,S,39.6,F,56.75,F,73
226,1003_DFA_FEA_XX,F:N:S,42.67:66.33:44.33,F,54.83,F,45.12
232,1003_ITS_FEA_XX,S,61.6,F,57.25,F,62.8
238,1003_TSI_FEA_XX,F,69.57,F,53.5,F,69.12
253,1004_IEO_ANG_LO,A,46.86,F,58.67,A,68.14
256,1004_IEO_FEA_LO,N,50.2,F,55.12,F,50.25
257,1004_IEO_FEA_MD,D:N,46:79,F,55.67,F,65.67
258,1004_IEO_FEA_HI,N,51.8,F,61,F,65.6
266,1004_TIE_FEA_XX,F,70.6,F,75.17,F,62.89
272,1004_IOM_FEA_XX,N,61.83,F,69,F,50.83
278,1004_IWW_FEA_XX,F,38.4,F,64.5,F,47.78
326,1004_WSI_FEA_XX,S,49,F,67.86,F,51.09
340,1005_IEO_FEA_HI,F,53.2,F,71,F,48.75
343,1005_IEO_DIS_HI,D,63.8,F,58.2,D,57
348,1005_TIE_FEA_XX,A,50.2,F,51.88,F,36.4
355,1005_IOM_DIS_XX,D,53.43,F,59,N,82
366,1005_TAI_FEA_XX,F,71,F,60,F,56.6
378,1005_IWL_FEA_XX,N,61.29,F,63.25,F,51.8
396,1005_ITS_FEA_XX,F,46,F,59.5,F,72.62
454,1006_MTI_FEA_XX,S,55,F,63,F,70.78
542,1007_IWL_FEA_XX,N:S,59.4:46.6,F,71,S,71.57
560,1007_ITS_FEA_XX,N,59.2,F,54.14,F,47
