1,1001_IEO_NEU_XX,N,69.1,N,92.22,N,64.78
8,1001_IEO_ANG_LO,N,59.57,D,52.6,N,78
14,1001_IEO_DIS_LO,N,59.57,D,65.12,D,53.8
15,1001_IEO_DIS_MD,N,72.75,D,75.17,D,62.25
22,1001_TIE_DIS_XX,D,45.75,D,64.4,D,69.33
28,1001_IOM_DIS_XX,N,66,D,53.2,A,55.6
52,1001_IWL_DIS_XX,N,65.5,D,69.5,A,52.8
58,1001_ITH_DIS_XX,N,75,D,51.5,D,61.4
63,1001_DFA_FEA_XX,F,60.6,D,54,F,44.8
70,1001_ITS_DIS_XX,N,62.4,D,60.2,D,45.4
76,1001_TSI_DIS_XX,N,74,D,62.38,D,65.57
82,1001_WSI_DIS_XX,N,54.6,D,57.2,D,63.14
96,1002_IEO_DIS_LO,N,71.4,D,58.11,N,61
97,1002_IEO_DIS_MD,F,74.75,D,70,F,56.25
98,1002_IEO_DIS_HI,N,53.83,D,54.5,D,33.4
103,1002_TIE_DIS_XX,D,50.5,D,59,D:H,64.75:50.25
119,1002_TAI_ANG_XX,D,71.6,D,66.6,D,68.33
120,1002_TAI_FEA_XX,F,48.25,D,67.2,F,63.67
121,1002_TAI_DIS_XX,D,51.5,D,68.11,D,53.4
125,1002_MTI_ANG_XX,D,55.75,D,51.75,D,78.8
127,1002_MTI_DIS_XX,S,54.8,D,53.25,S,51.4
145,1002_DFA_DIS_XX,D,63.43,D,63.88,D,69.62
151,1002_ITS_DIS_XX,S,57.33,D,71.12,D,62.8
178,1003_IEO_DIS_MD,N,52.4,D,81.2,S,70.17
179,1003_IEO_DIS_HI,D,30.75,D,75,D,71
191,1003_IOM_DIS_XX,D,61.86,D,61.5,D,60.5
197,1003_IWW_DIS_XX,F,42.33,D,73.5,D,57.22
215,1003_IWL_DIS_XX,N,77.5,D,76.83,D,74.33
233,1003_ITS_DIS_XX,F,46.33,D,83.57,D,70.3
245,1003_WSI_DIS_XX,A:D,88.00:57.67,D,77.88,D,62.56
261,1004_IEO_DIS_HI,D,50.57,D,62.71,D,67.67
277,1004_IWW_ANG_XX,D,71.67,D,62.4,A,69.88
285,1004_TAI_DIS_XX,D,59.33,D,65.33,D,62.29
291,1004_MTI_DIS_XX,N,75,D,74.4,D,47.67
303,1004_ITH_DIS_XX,F:S,54:35,D,55.75,D,48.29
342,1005_IEO_DIS_MD,N,73,D,70.62,D,57.57
349,1005_TIE_DIS_XX,D,33.33,D,62.38,D,65.6
373,1005_MTI_DIS_XX,N,59.43,D,59.25,N,58.2
379,1005_IWL_DIS_XX,N,70,D,64.75,D,76.67
391,1005_DFA_DIS_XX,D,57.8,D,74.33,D,61.78
397,1005_ITS_DIS_XX,N,39.75,D,66.86,D,45.5
403,1005_TSI_DIS_XX,D,57,D,61.71,D,50.67
409,1005_WSI_DIS_XX,D,54.8,D,68.25,D,54
423,1006_IEO_DIS_LO,N,81.4,D,73.78,D,53.14
424,1006_IEO_DIS_MD,D,60,D,70.44,D,56
425,1006_IEO_DIS_HI,D,67,D,66.67,D,71.44
431,1006_TIE_DIS_XX,D,45.67,D,73.67,D,72.67
437,1006_IOM_DIS_XX,S,52.75,D,85.62,D,66.57
443,1006_IWW_DIS_XX,N,61.75,D,72.09,D,67.7
449,1006_TAI_DIS_XX,D,62.67,D,77.1,D,79.33
455,1006_MTI_DIS_XX,D,55,D,74.1,D,68
467,1006_ITH_DIS_XX,D,37.4,D,71.38,D,80.88
473,1006_DFA_DIS_XX,D,55.17,D,76.8,D,75
479,1006_ITS_DIS_XX,D:F:N:S,49.0:66.0:60.5:38.5,D,74.44,D,76.1
485,1006_TSI_DIS_XX,D:N,64.50:28.25,D,87.12,D,76.78
491,1006_WSI_DIS_XX,N,67.5,D,80.6,D,69.1
499,1007_IEO_ANG_LO,N,46.25,D,50.67,A,61
507,1007_IEO_DIS_HI,A:D:N,61.67:68.67:78.33,D,77.38,D,66.56
513,1007_TIE_DIS_XX,S,53.8,D,68,S,69
519,1007_IOM_DIS_XX,N,59.67,D,71.83,D,67
525,1007_IWW_DIS_XX,D:F,48.00:26.67,D,62.43,D,57.57
531,1007_TAI_DIS_XX,S,41.6,D,66.75,D,48.57
541,1007_IWL_ANG_XX,D,45.5,D,69.4,A:D,43.4:71.2
543,1007_IWL_DIS_XX,N,48.17,D,63.57,D:S,74:70
547,1007_ITH_ANG_XX,A:D:N,53.67:83.33:62.00,D,61.83,D,74.71
548,1007_ITH_FEA_XX,N,83.75,D,55,D:F:S,78.67:52.33:49.67
549,1007_ITH_DIS_XX,D,61.6,D,69.88,D,80.14
561,1007_ITS_DIS_XX,S,64.2,D,74.43,D,59.2
567,1007_TSI_DIS_XX,D:N,70.33:57.33,D,68.5,D,79.62
573,1007_WSI_DIS_XX,N,60.86,D,65,S,48.8
601,1008_IOM_DIS_XX,A,48.2,D,56.25,D,78.83
637,1008_DFA_DIS_XX,A,42.14,D,54,D,54.6
663,1009_IEO_DIS_LO,A,49.25,D,56.2,D,60
665,1009_IEO_DIS_HI,A,78.38,D,74.4,D,64.17
677,1009_IOM_DIS_XX,N,66,D,75.8,D,70.4
689,1009_TAI_DIS_XX,F,53.6,D,67.75,D,71.14
695,1009_IWL_DIS_XX,D,31.67,D,58,D,63.29
713,1009_ITS_DIS_XX,N,75.8,D,63,D,65.14
725,1009_WSI_DIS_XX,D,58.2,D,62.75,D,67.62
741,1010_IEO_DIS_HI,A,72.75,D,65.8,D,52.88
753,1010_IOM_DIS_XX,N,53.1,D,52.83,D,46.12
765,1010_TAI_DIS_XX,N,67.4,D,84.75,D,33.25
771,1010_MTI_DIS_XX,N,64.6,D,67.29,D,59.5
789,1010_DFA_DIS_XX,N,65.5,D,65.2,D,56.86
795,1010_ITS_DIS_XX,D,55.33,D,80.4,D,68.4
801,1010_TSI_DIS_XX,N,68.86,D,77,D,62.67
807,1010_WSI_DIS_XX,N,53.33,D,66.29,D,61.4
821,1011_IEO_DIS_LO,N,81.4,D,72.33,D,70.33
823,1011_IEO_DIS_HI,A,56.33,D,78,D,79.27
841,1011_IWW_DIS_XX,D,40.5,D,64.25,D,65
