1,1001_IEO_NEU_XX,N,69.1,N,92.22,N,64.78
221,1003_ITH_DIS_XX,N:S,77.50:26.75,S,76,D,47.25
259,1004_IEO_DIS_LO,N,90.25,S,77,D,59
260,1004_IEO_DIS_MD,D,68.8,S,75.56,D,70.5
267,1004_TIE_DIS_XX,D,66.2,S,83,D,82
279,1004_IWW_DIS_XX,F,58.2,S,82.5,F,45.6
294,1004_IWL_SAD_XX,S,58.9,S,77,S,74
297,1004_IWL_DIS_XX,D,45.6,S,82.44,D,56.4
309,1004_DFA_DIS_XX,D,71.38,S,79.2,D,60.88
321,1004_TSI_DIS_XX,D,62.1,S,79.56,D,61.67
421,1006_IEO_FEA_MD,N,63.4,S,75.67,S,74
428,1006_TIE_SAD_XX,S,62.29,S,78.11,S,77
436,1006_IOM_FEA_XX,F:N,84.75:49.25,S,78,F,62.33
452,1006_MTI_SAD_XX,S,64.43,S,76.62,S,74.44
464,1006_ITH_SAD_XX,S,70.33,S,77.6,S,64.57
470,1006_DFA_SAD_XX,S,43.25,S,77.67,S,61.44
488,1006_WSI_SAD_XX,S,84.33,S,82.4,S,71.4
570,1007_WSI_SAD_XX,S,48.67,S,76.4,S,68.1
588,1008_IEO_DIS_MD,D,65.25,S,77,D,74.2
589,1008_IEO_DIS_HI,D,53,S,90.33,S,68
592,1008_TIE_SAD_XX,S,73,S,75,S,67.88
595,1008_TIE_DIS_XX,S,78,S,83.29,S,75.8
607,1008_IWW_DIS_XX,F,41.17,S,76.4,S,84.17
613,1008_TAI_DIS_XX,A,30.33,S,88.25,S,80.6
618,1008_MTI_FEA_XX,N,54.75,S,75.57,S,63.62
619,1008_MTI_DIS_XX,F:N,52.00:66.33,S,75.67,S,71.86
625,1008_IWL_DIS_XX,A:N,43.00:77.67,S,80.3,D,87.4
631,1008_ITH_DIS_XX,N,60.5,S,79.5,F,59.33
643,1008_ITS_DIS_XX,S,54,S,89.62,S,72.62
649,1008_TSI_DIS_XX,D,66,S,85.4,S,77
686,1009_TAI_SAD_XX,N,58.33,S,76.86,S,78.67
777,1010_IWL_DIS_XX,N,72.56,S,82.56,D,57.57
932,1012_MTI_SAD_XX,S,71,S,76.5,S,50.71
968,1012_WSI_SAD_XX,N,58,S,87,S,56.89
1266,1016_IWL_SAD_XX,S,47.86,S,75,S,74.25
1272,1016_ITH_SAD_XX,S,63.25,S,79.17,S,79.44
1544,1020_IEO_SAD_LO,N,62,S,77.4,S,59
1546,1020_IEO_SAD_HI,S,70.5,S,78.56,S,67.56
1554,1020_IEO_DIS_MD,D,51.67,S,82.75,S,64.5
1573,1020_IWW_DIS_XX,N,62.67,S,84,S,61.14
1579,1020_TAI_DIS_XX,D,61.5,S,79.43,S,63
1603,1020_DFA_DIS_XX,D,56.17,S,76.38,D,78.2
1621,1020_WSI_DIS_XX,A,49.25,S,82.86,D,61.83
2222,1028_IOM_FEA_XX,S,76.5,S,76.4,F,74.33
2226,1028_IWW_SAD_XX,S,67.22,S,86.4,S,55.6
2228,1028_IWW_FEA_XX,S,85.5,S,81.2,S,84.86
2240,1028_MTI_FEA_XX,F:S,69.0:60.5,S,81.75,S,75.88
2244,1028_IWL_SAD_XX,S,73.6,S,78.57,S,77.25
2250,1028_ITH_SAD_XX,S,69.56,S,81.56,F:S,77.50:84.25
2268,1028_TSI_SAD_XX,S,53.86,S,78.29,S,72
2270,1028_TSI_FEA_XX,F,76.4,S,75.83,F,71.83
2284,1029_IEO_SAD_HI,S,85.86,S,82.89,S,68.2
2296,1029_TIE_SAD_XX,S,67.71,S,80.5,S,69
2320,1029_MTI_SAD_XX,F:S,64.33:57.00,S,77.6,F,76.6
2329,1029_IWL_DIS_XX,A,68.83,S,76.6,D,70.29
2366,1030_IEO_SAD_HI,S,51.4,S,77.25,S,56.29
2457,1031_IEO_DIS_HI,N,73,S,76.83,D,61.86
2728,1034_MTI_NEU_XX,N,82.67,S,77.5,N,77
2867,1036_IEO_DIS_HI,A,78.83,S,79.2,D,71.5
2882,1036_IWW_SAD_XX,F,33.2,S,77,F,70.5
2894,1036_MTI_SAD_XX,S,72.29,S,83.57,S,63.14
2976,1037_MTI_SAD_XX,S,74.14,S,81.88,S,74
2982,1037_IWL_SAD_XX,N,61.6,S,83,S,76.38
3140,1039_MTI_SAD_XX,S,68.5,S,80,S,64.89
3195,1040_IEO_DIS_HI,N,48.67,S,84.33,S,77.29
3389,1042_MTI_DIS_XX,N,94,S,80.75,D,69.12
3447,1043_TIE_DIS_XX,A:D, 29:100,S,79.2,D,59.33
3450,1043_IOM_SAD_XX,S,60.6,S,79.5,S,67
3863,1048_IOM_DIS_XX,A,42.4,S,81,D,54.5
3932,1049_IEO_DIS_MD,H,57.83,S,84,D,74.67
