1,1001_IEO_NEU_XX,N,69.1,N,92.22,N,64.78
2,1001_IEO_HAP_LO,N,71.67,H,57,H,57.38
3,1001_IEO_HAP_MD,N,67.71,H,62.62,H,56.56
5,1001_IEO_SAD_LO,N,73.71,N,73.5,N,74.8
7,1001_IEO_SAD_HI,N,60.14,A:F,30.67:51.00,N,63.5
8,1001_IEO_ANG_LO,N,59.57,D,52.6,N,78
11,1001_IEO_FEA_LO,N,73,F:N,66:50,N,65.4
14,1001_IEO_DIS_LO,N,59.57,D,65.12,D,53.8
15,1001_IEO_DIS_MD,N,72.75,D,75.17,D,62.25
17,1001_TIE_NEU_XX,N,77.8,N,54.75,N,77.6
18,1001_TIE_HAP_XX,N,64.33,H,80.25,H,63.75
19,1001_TIE_SAD_XX,N,66.25,N,57.67,N,78.56
23,1001_IOM_NEU_XX,N,68.5,N,79.12,N,78
24,1001_IOM_HAP_XX,N,52.83,H,66.56,H,63.25
26,1001_IOM_ANG_XX,N,66.57,N,54.83,F:N,64.75:61.50
28,1001_IOM_DIS_XX,N,66,D,53.2,A,55.6
29,1001_IWW_NEU_XX,N,64.75,N,64.43,N,79.14
30,1001_IWW_HAP_XX,N,61.33,H,82.09,H,46.43
34,1001_IWW_DIS_XX,N,66.8,A:D,39.25:35.75,D,73.67
36,1001_TAI_HAP_XX,N,56.57,H,51.11,H,48.86
37,1001_TAI_SAD_XX,N,50.83,S,33.6,N,72.25
40,1001_TAI_DIS_XX,N,62,A:D,61.0:42.6,A,58.4
41,1001_MTI_NEU_XX,N,53.75,N,78.29,N,70.86
43,1001_MTI_SAD_XX,N,59.38,N,77.2,N,65.62
44,1001_MTI_ANG_XX,N,75,N,70.5,N,56.83
45,1001_MTI_FEA_XX,N,66.75,F,62.4,F,86.6
46,1001_MTI_DIS_XX,N,63,A,51.6,D,71
47,1001_IWL_NEU_XX,N,57.88,N,71.5,N,64.5
48,1001_IWL_HAP_XX,N,51.4,H,82.09,H,63.43
49,1001_IWL_SAD_XX,N,63.43,S,60,D,34.33
52,1001_IWL_DIS_XX,N,65.5,D,69.5,A,52.8
53,1001_ITH_NEU_XX,N,76.88,N,73.38,N,74.3
55,1001_ITH_SAD_XX,N,83.6,N,70,N,59.4
58,1001_ITH_DIS_XX,N,75,D,51.5,D,61.4
